n_ticks|n_ma,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
71,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
72,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
73,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
74,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
75,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
76,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
77,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
78,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
79,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
80,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
81,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
82,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
83,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
84,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
85,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
86,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
87,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
88,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
89,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
90,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
91,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
92,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
93,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
94,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
